analitico_registro,analitico_humedad,analitico_s,analitico_t,analitico_ph_pasta,analitico_ph_h2o,analitico_ph_kcl,analitico_resistencia_pasta,analitico_base_ca,analitico_base_mg,analitico_base_k,analitico_base_na,analitico_arcilla,analitico_carbono_organico_c,analitico_carbono_organico_n,analitico_limo_2_20,analitico_limo_2_50,analitico_arena_muy_fina,analitico_arena_fina,analitico_arena_media,analitico_arena_gruesa,analitico_arena_muy_gruesa,analitico_arena_total,analitico_gravas,analitico_ca_co3,analitico_agua_15_atm,analitico_agua_util,analitico_conductividad,analitico_h,analitico_saturacion_t,analitico_saturacion_s_h,analitico_densidad_aparente,analitico_profundidad_muestra,analitico_agua_3_atm,analitico_carbono_organico_cn,analitico_base_al,analitico_p_ppm,barnices,co3,color_humedo_hvc,color_seco_hvc,concreciones,consistencia_en_seco,consistencia_en_humedo,consistencia_adhesividad,consistencia_plasticidad,estructura_tipo,estructura_clase,estructura_grado,formaciones_especiales,horizonte,humedad,id,limite_tipo,limite_forma,moteados,perfil_id,perfil_numero,perfil_profundidad_napa,perfil_cobertura_vegetal,perfil_material_original,perfil_modal,perfil_fecha,perfil_vegetacion_o_cultivos,perfil_observaciones,perfil_publico,perfil_capacidad_subclases,perfil_capacidad_clase,perfil_ubicacion_descripcion,perfil_ubicacion_recorrido,perfil_ubicacion_mosaico,perfil_ubicacion_aerofoto,perfil_ubicacion_latitud,perfil_ubicacion_longitud,perfil_paisaje_tipo,perfil_paisaje_forma,perfil_paisaje_simbolo,perfil_humedad_subclases,perfil_humedad_clase,perfil_erosion_clase,perfil_erosion_subclase,perfil_pedregosidad_clase,perfil_pedregosidad_subclase,perfil_serie_nombre,perfil_serie_simbolo,perfil_serie_descripcion,perfil_serie_provincia,perfil_grupo_codigo,perfil_grupo_descripcion,perfil_fase_codigo,perfil_fase_nombre,perfil_sales,perfil_uso_de_la_tierra,perfil_relieve,perfil_permeabilidad,perfil_escurrimiento,perfil_pendiente,perfil_anegamiento,perfil_drenaje,perfil_posicion,ph,profundidad_inferior,profundidad_superior,raices,textura
6675,NA,NA,8.26,NA,8.43,7.59,NA,NA,NA,NA,1.34,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,55-90,NA,NA,NA,NA,NA,NA,NA,NA,NA,blando,NA,NA,NA,masiva,,,Arena media/fina. Color oscuro,C1,NA,13502,NA,NA,NA,2978,P11 C11,NA,70,Arenas,no modal,2011-08-27,"Campo enmalezado, labrado para romper los camellones de caña de azúcar.",Régimen údico-térmico.,true,NA,NA,Est. Zelaya- Arroyo Misto,NA,NA,NA,-27.218083,-65.155639,Valle,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 11 - Comisión 11 - Convenio Inta-Enargas,NA,NA,Tucumán,NA,Hapludol éntico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tendido,NA,90,55,1,NA
6605,NA,NA,9.9,NA,7.83,7.12,NA,NA,NA,NA,1.1,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,NA,NA,NA,NA,90-110,NA,NA,NA,NA,NA,NA,NA,NA,NA,blando,NA,NA,NA,masiva,,,Arena media/gruesa. Color claro,C2,NA,13503,NA,NA,NA,2978,P11 C11,NA,70,Arenas,no modal,2011-08-27,"Campo enmalezado, labrado para romper los camellones de caña de azúcar.",Régimen údico-térmico.,true,NA,NA,Est. Zelaya- Arroyo Misto,NA,NA,NA,-27.218083,-65.155639,Valle,NA,NA,NA,NA,NA,NA,NA,NA,Perfil 11 - Comisión 11 - Convenio Inta-Enargas,NA,NA,Tucumán,NA,Hapludol éntico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tendido,NA,100,90,NA,NA
9431,28.4,25.8,31.1,5.9,6.5,5.4,4220,21.4,1.5,2.5,0.4,26.3,4.89,0.427,11.9,23.2,35.7,2.6,5.4,5.5,1.3,NA,NA,0,NA,NA,NA,9.3,83,74,NA,4-18,NA,11,NA,NA,NA,NA,10YR 2/1,10YR 3/1,NA,duro,muy friable,no adhesivo,no plástico,granular,medios,moderado,fragmentos líticos de tamaño variado,A1,seco,30327,abrupto,irregular,NA,6726,8/1353 C,NA,100,NA,no modal,1970-04-29,"Gramilla, pasto puna","Carga: Juan C. de la Fuente. 28/10/2020.

Limitaciones principales: Profundidad del suelo.",true,s,VII,A 15 km al NNO de la ciudad de Balcarce. Est. Cinco Cerros,RH 058,3757-31-1,12,-37.713139,-58.276893,IX,cerro,NA,seco,NA,nula,NA,NA,grado 0,Sierra de los Padres,SP,"Es un suelo negro, muy somero, con aptitud ganadera, se encuentra en un paisaje serrano con afloramientos rocosos, en la Subregión de las Sierras de Ventania, en posición de loma, con pendientes 3 a 10 %, bien drenado, formado sobre sedimentos loéssicos sobre roca, no salino y sin alcalinidad.",Buenos Aires,NA,"Hapludol lítico, franca fina",NA,NA,clase 0,agrícola,pronunciado,moderada,rápido,3 - 10%,clase 5,clase 4,loma,6,18,0,muy abundantes,franco
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,,,,,,,,,R,,30328,,,NA,6726,8/1353 C,NA,100,NA,no modal,1970-04-29,"Gramilla, pasto puna","Carga: Juan C. de la Fuente. 28/10/2020.

Limitaciones principales: Profundidad del suelo.",true,s,VII,A 15 km al NNO de la ciudad de Balcarce. Est. Cinco Cerros,RH 058,3757-31-1,12,-37.713139,-58.276893,IX,cerro,NA,seco,NA,nula,NA,NA,grado 0,Sierra de los Padres,SP,"Es un suelo negro, muy somero, con aptitud ganadera, se encuentra en un paisaje serrano con afloramientos rocosos, en la Subregión de las Sierras de Ventania, en posición de loma, con pendientes 3 a 10 %, bien drenado, formado sobre sedimentos loéssicos sobre roca, no salino y sin alcalinidad.",Buenos Aires,NA,"Hapludol lítico, franca fina",NA,NA,clase 0,agrícola,pronunciado,moderada,rápido,3 - 10%,clase 5,clase 4,loma,NA,23,18,,
8661,27.78,39.5,30.8,NA,6.9,6.1,NA,22.5,4.1,1.9,1,26.86,2.36,0.21,35.06,61.01,5.33,NA,6.78,0.02,NA,NA,NA,NA,NA,NA,2.12,NA,NA,96,NA,02-09,NA,11,NA,NA,"Hum, escasos a abundantes",NA,10YR 3/2,10YR 5/2,,ligeramente duro,friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,moderado,,A,F,6086,abrupto,suave,"Comunes, finos y precisos",1491,ER1-104C,200,30,Limos calcáreos retransportados,modal,1994-07-15,"Monte ralo, tuna, espinillo, chilca.",Hormigueros en actividad.,true,NA,NA,12 km al NE de Maciá - Dpto. Tala,438,3360-5,52,-32.118537,-59.372934,Planicie,Muy suavemente ondulada,NA,fresco,no uniforme,ligera,hídrica,pedregosidad,grado 0,Maciá,Mc,"Pertenece a la familia ""fina, montmorillonítica ligeramente alcalina, térmica"" de los Ocracualfes vérticos. Suelos imperfectamente drenados, con un epipedón de colores claros, algo lixiviado y de textura limosa a franco-arcillo limosa. Están desarrollados en materiales densos, arcillosos, con concreciones calcáreas a partir de los 45 cm de profundidad.",Entre Ríos,NA,Ocracualfe vértico,NA,Ligeramente erosionada,clase 0,bosque/monte,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,pie de loma,NA,11,0,Escasas,franco limoso
8662,48,35.4,36.6,NA,7.2,6.3,NA,26.2,5.6,2.2,1.4,43,1.2,0.1,29.87,51.6,2.99,NA,2.39,0.02,NA,NA,NA,NA,NA,NA,1.42,NA,NA,97,NA,15-30,NA,12,NA,NA,"Slck, escasos a abundantes, finos. Clhm, abundantes, medios",NA,10YR 3/1,,,duro,firme,adhesivo,muy plástico,prismas compuestos irregulares,medios,débil,,B21t,H,6087,claro,suave,"Comunes, finos y precisos",1491,ER1-104C,200,30,Limos calcáreos retransportados,modal,1994-07-15,"Monte ralo, tuna, espinillo, chilca.",Hormigueros en actividad.,true,NA,NA,12 km al NE de Maciá - Dpto. Tala,438,3360-5,52,-32.118537,-59.372934,Planicie,Muy suavemente ondulada,NA,fresco,no uniforme,ligera,hídrica,pedregosidad,grado 0,Maciá,Mc,"Pertenece a la familia ""fina, montmorillonítica ligeramente alcalina, térmica"" de los Ocracualfes vérticos. Suelos imperfectamente drenados, con un epipedón de colores claros, algo lixiviado y de textura limosa a franco-arcillo limosa. Están desarrollados en materiales densos, arcillosos, con concreciones calcáreas a partir de los 45 cm de profundidad.",Entre Ríos,NA,Ocracualfe vértico,NA,Ligeramente erosionada,clase 0,bosque/monte,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,pie de loma,NA,32,11,,franco arcillo limoso
8663,52.36,39.5,40,NA,7.8,6.6,NA,28.9,6.1,2.5,2,53.28,0.83,0.08,21.34,43.24,2.66,NA,0.81,0.01,NA,NA,NA,0.79,NA,NA,1.6,NA,NA,99,NA,35-43,NA,10,NA,NA,"Slck, abundantes",NA,10YR 4/1,,,duro,firme,adhesivo,muy plástico,prismas compuestos irregulares,medios,moderado,,B22t,H,6088,claro,suave,"Comunes, finos y precisos",1491,ER1-104C,200,30,Limos calcáreos retransportados,modal,1994-07-15,"Monte ralo, tuna, espinillo, chilca.",Hormigueros en actividad.,true,NA,NA,12 km al NE de Maciá - Dpto. Tala,438,3360-5,52,-32.118537,-59.372934,Planicie,Muy suavemente ondulada,NA,fresco,no uniforme,ligera,hídrica,pedregosidad,grado 0,Maciá,Mc,"Pertenece a la familia ""fina, montmorillonítica ligeramente alcalina, térmica"" de los Ocracualfes vérticos. Suelos imperfectamente drenados, con un epipedón de colores claros, algo lixiviado y de textura limosa a franco-arcillo limosa. Están desarrollados en materiales densos, arcillosos, con concreciones calcáreas a partir de los 45 cm de profundidad.",Entre Ríos,NA,Ocracualfe vértico,NA,Ligeramente erosionada,clase 0,bosque/monte,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,pie de loma,NA,45,32,,franco arcillo limoso
8664,52.12,39.9,40,NA,8.1,6.9,NA,28.9,6.2,2.6,2.2,54.53,0.46,0.05,22.12,38.59,4.88,NA,1.99,0.01,NA,NA,NA,2.97,NA,NA,1.49,NA,NA,100,NA,50-70,NA,9,NA,NA,"Slck, abundantes y gruesos",NA,7.5YR 3/4,,Ca y FeMn abundantes,duro,firme,adhesivo,plástico,prismas compuestos irregulares,gruesos,débil,,B31ca,H,6089,claro,suave,"Abundantes, medios y sobresalientes",1491,ER1-104C,200,30,Limos calcáreos retransportados,modal,1994-07-15,"Monte ralo, tuna, espinillo, chilca.",Hormigueros en actividad.,true,NA,NA,12 km al NE de Maciá - Dpto. Tala,438,3360-5,52,-32.118537,-59.372934,Planicie,Muy suavemente ondulada,NA,fresco,no uniforme,ligera,hídrica,pedregosidad,grado 0,Maciá,Mc,"Pertenece a la familia ""fina, montmorillonítica ligeramente alcalina, térmica"" de los Ocracualfes vérticos. Suelos imperfectamente drenados, con un epipedón de colores claros, algo lixiviado y de textura limosa a franco-arcillo limosa. Están desarrollados en materiales densos, arcillosos, con concreciones calcáreas a partir de los 45 cm de profundidad.",Entre Ríos,NA,Ocracualfe vértico,NA,Ligeramente erosionada,clase 0,bosque/monte,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,pie de loma,NA,75,45,,franco arcillo limoso
8665,49.3,37.3,38,NA,8.1,6.8,NA,27.2,5.8,2.3,2,50.01,0.09,0.06,22.14,45.72,1.37,NA,2.87,0.03,NA,NA,NA,2.29,NA,NA,1.28,NA,NA,98,NA,80-90,NA,1,NA,NA,"Clsk, escasos a abundantes",NA,7.5YR 4/4,,"Ca, muy abundantes (3cm)",ligeramente duro,friable,ligeramente adhesivo,ligeramente plástico,bloques angulares,medios,moderado,Termitas,B32ca,F,6090,claro,suave,"Abundantes, medios y sobresalientes",1491,ER1-104C,200,30,Limos calcáreos retransportados,modal,1994-07-15,"Monte ralo, tuna, espinillo, chilca.",Hormigueros en actividad.,true,NA,NA,12 km al NE de Maciá - Dpto. Tala,438,3360-5,52,-32.118537,-59.372934,Planicie,Muy suavemente ondulada,NA,fresco,no uniforme,ligera,hídrica,pedregosidad,grado 0,Maciá,Mc,"Pertenece a la familia ""fina, montmorillonítica ligeramente alcalina, térmica"" de los Ocracualfes vérticos. Suelos imperfectamente drenados, con un epipedón de colores claros, algo lixiviado y de textura limosa a franco-arcillo limosa. Están desarrollados en materiales densos, arcillosos, con concreciones calcáreas a partir de los 45 cm de profundidad.",Entre Ríos,NA,Ocracualfe vértico,NA,Ligeramente erosionada,clase 0,bosque/monte,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,pie de loma,NA,95,75,,franco arcillo limoso
8666,46.57,36.9,37.2,NA,7.7,6.1,NA,27,5.7,2.2,2,47.81,0.04,0.03,22.9,44.89,3.24,NA,4.04,0.02,NA,NA,NA,0.19,NA,NA,0.86,NA,NA,99,NA,105-115,NA,1,NA,NA,,NA,7.5YR 5/4,,,ligeramente duro,friable,ligeramente adhesivo,ligeramente plástico,bloques angulares,finos,moderado,Chorreaduras de material superior por las caras de los agregados. Algo lixiviado,C,F,6091,,,"Comunes, finos y precisos",1491,ER1-104C,200,30,Limos calcáreos retransportados,modal,1994-07-15,"Monte ralo, tuna, espinillo, chilca.",Hormigueros en actividad.,true,NA,NA,12 km al NE de Maciá - Dpto. Tala,438,3360-5,52,-32.118537,-59.372934,Planicie,Muy suavemente ondulada,NA,fresco,no uniforme,ligera,hídrica,pedregosidad,grado 0,Maciá,Mc,"Pertenece a la familia ""fina, montmorillonítica ligeramente alcalina, térmica"" de los Ocracualfes vérticos. Suelos imperfectamente drenados, con un epipedón de colores claros, algo lixiviado y de textura limosa a franco-arcillo limosa. Están desarrollados en materiales densos, arcillosos, con concreciones calcáreas a partir de los 45 cm de profundidad.",Entre Ríos,NA,Ocracualfe vértico,NA,Ligeramente erosionada,clase 0,bosque/monte,subnormal,lenta,muy lento,0 - 1%,clase 1,clase 2,pie de loma,NA,150,95,,franco arcillo limoso
1506,NA,10.35,11.3,NA,5.7,NA,705,8.4,1.3,0.25,0.4,16.3,1.25,0.101,NA,18.5,6,43.6,14.8,0.8,NA,NA,NA,NA,NA,NA,NA,4.2,92,NA,NA,0-15,NA,12.4,NA,NA,,NA,"10YR 2,5/1",NA,,NA,muy friable,ligeramente adhesivo,ligeramente plástico,bloques subangulares,medios,débil,Lombrices,A,Húmedo ,7074,claro,suave,,1665,CFI 1148,NA,85,"Formación Toropí-Yupoí. Arenas muy pelíticas y pelitas muy arenosas. Coloración gris verdosa, rosada y castaña; poco calcáreas. Las arcillas corresponden principalmente a montmorillonitas e ilitas. ",modal,1980-02-11,"La vegetación corresponde a un pastizal de Schizachyrium sp., con malezas tales como: Vernonia chamaedrys, Bacharis coridifolia y Conyza sp. ","FICHA CORRESPONDIENTE A CONVENIO PARCIALMENTE FINANCIADO POR EL CONSEJO FEDERAL DE INVERSIONES.
Btss: Es abundante la cantidad de concreciones de Carbonato de calcio (80%) como una loza calcárea, de unos 20 cm de espesor, encontrándose en forma de concreciones y polvorienta.",true,NA,NA,En el campo del Sr. Ortiz en Parada Coco - Departamento de Empedrado a unos 150 mts. de la Ruta N° 12 hacia el oeste y al norte del camino de acceso a Parada Coco a unos 50 mts.,NA,NA,NA,-27.889046,-58.767247,Región sedimentaria - Terraza alta ,Altillanura en parte disectada,At 25,húmedo,no uniforme,ligera,hídrica,pedregosidad,grado 0,Parada Coco,Pc,NA,Corrientes,NA,"Paleudoles típicos, franco fino, mixta ",NA,NA,clase 0,ganadero,normal,moderadamente lenta,medio,1 - 3%,clase 5,clase 3,media loma alta,5.7,15,0,Abundantes,franco arenoso
